#file,bytes,md5hash,sha256hash
https://s3.amazonaws.com/nist-netzero/2014-data-files/All-Subsystems-hour.csv,36858939,cef26a272b223428676f6cdc3ef4e9ef,101a6ea26862254a30f2643d177fe2b346990f0f9d2514a7be0be30e19841b68
https://s3.amazonaws.com/nist-netzero/2014-data-files/All-Subsystems-minute.csv,2068712619,cc12196930b49211ffba056742d60f17,6661c7dcbc81e4947a8cc2b01f9873223aaabaac036996bc3f8047ea9ddb3a28
https://s3.amazonaws.com/nist-netzero/2014-data-files/DHW-hour.csv,5401848,6e2e8ac57a60d03a642b915a76c0653f,c16841761e1f2adc626ac01cc50174f45624972b18ed97d26647a855bdd1e1c9
https://s3.amazonaws.com/nist-netzero/2014-data-files/DHW-minute.csv,308070329,41bce0e4364ea7d8f7b84279b26f6400,a4c33f0c00578e817470b3196e3944e07dcd7ee80ba1cc9925703703c3fbc944
https://s3.amazonaws.com/nist-netzero/2014-data-files/Elec-hour.csv,12169461,83e8cd39b31e59eeb78555171e926fb9,6f85c7466a95472551eda3110fa52d7f50d5cf9be1d88e2da48c625bb15dc30f
https://s3.amazonaws.com/nist-netzero/2014-data-files/Elec-minute.csv,707530843,c03e9fb99e7df4fec85db319e855f760,52f0f6b9add87278eee3ac9e57e0998507c4853e2fbe5b4e8cb85a1d44afd0a7
https://s3.amazonaws.com/nist-netzero/2014-data-files/HVAC-hour.csv,1192144,a57e69ce620c65b161081eb8f8675396,7d31e46a69895c195daedee1f154d855c1a7b7b48338fce336df0d60d051379e
https://s3.amazonaws.com/nist-netzero/2014-data-files/HVAC-minute.csv,68790230,c1550d536684310fbe91350fa1d06211,695bb13f300b3871b0bdc9c4ac74ba84da7aec89cae0b8aab5c78aff405adc8f
https://s3.amazonaws.com/nist-netzero/2014-data-files/IndEnv-hour.csv,6094173,46ec63d5fbc88c64f415f9b8ae54ff84,c098f189b9926bec3ef50d2695504482959008d6a54639f29f0a792980e68c0e
https://s3.amazonaws.com/nist-netzero/2014-data-files/IndEnv-minute.csv,371822929,9566c27fcb5491cd8ea781447caec121,b81e47d38cd8655e3cc6993f37bdfd3b0c7ca61d0617f7289b41469825fb3d90
https://s3.amazonaws.com/nist-netzero/2014-data-files/Load-hour.csv,7161018,8c967c1444bb3f91f7a2ddd54b81a23b,8de4872c82fe034167b119bcb1d1886732335bb64484ca1cae43496dbb5350ed
https://s3.amazonaws.com/nist-netzero/2014-data-files/Load-minute.csv,367266298,26e477fbabd9d71dba007e3226ed477b,0889a768e04994fc403aa2b13e2787b536144f158155f37a12f5f64ad6c7600c
https://s3.amazonaws.com/nist-netzero/2014-data-files/Metadata-hour.csv,60705,8e106385c3ba7633a8a8a930e466166f,9380ed87f1187813b405259beb267aa4abb23431d090b7f2b2baf75c3cb50aec
https://s3.amazonaws.com/nist-netzero/2014-data-files/Metadata-minute.csv,60697,b80e7e88c05a3abc015bd9406d1c3459,03cf13236bdfcc9b2fd1c03d23b6a51d5c1e0bb22bc08271f6e711e565923b04
https://s3.amazonaws.com/nist-netzero/2014-data-files/OutEnv-hour.csv,656715,6dc5422ae565e59c4d473fa4b3e70753,8fd4cc9f1140fa3830a07cf5d5cc88db2fd1c4126c3f1cff3d403e4096c9c901
https://s3.amazonaws.com/nist-netzero/2014-data-files/OutEnv-minute.csv,35938521,6cb0cd31601b9112e7999addd57ed64e,77c525e940885531fb718459ba4755bdd5e3da7761df2c05ae5efa5cf7f1906e
https://s3.amazonaws.com/nist-netzero/2014-data-files/PV-hour.csv,4370953,aad0f13ddfd1d95caa6e7011d2ac9bb3,51161830309bcc17904fd3c2e64ac696aa203a3d98c5408cfcf346ac0cb2a5af
https://s3.amazonaws.com/nist-netzero/2014-data-files/PV-minute.csv,268060035,e0d96af0c088d760390efbd1958c92d5,cec5290ceb1fc4e2c3bf36a0e00994eda8ee6f6bf7189ad7d0d2748c538a7634
https://s3.amazonaws.com/nist-netzero/2014-data-files/SHW-hour.csv,651228,f58598d8f55cf9153be46984c8517aae,7f19b8357255a1bb41113d32aeab311634cc7792741d2f9d0cccb3f22bbe4041
https://s3.amazonaws.com/nist-netzero/2014-data-files/SHW-minute.csv,44698160,0fa720f152a4695df7a6cd979fb91df7,8ccec934c2f6dc926842c5a9770df778a4e318a0004a926757ef254b5d1b6283
https://s3.amazonaws.com/nist-netzero/2014-data-files/Vent-hour.csv,983767,817474e6f80b08c2a1c5b970f627dede,a29fc48ff339ff08c8da002e9828790fdf8aa12b2c36db5c4ffa52802b4f2a09
https://s3.amazonaws.com/nist-netzero/2014-data-files/Vent-minute.csv,66401338,6bc07cf7817f77e4ee5577d043c1be04,96eb91697f043562ce0b437337d932cd3b2d4ecca4cdfc7b2791df1a7d3e60a9
https://s3.amazonaws.com/nist-netzero/2015-data-files/All-Subsystems-hour.csv,33470717,894af7052a7a57b118ca3bd72be77dfb,85aeecc5e01f0936b833046cc96bd1ca402af2b997a6f1c7257208024103b04d
https://s3.amazonaws.com/nist-netzero/2015-data-files/All-Subsystems-minute.csv,1713107408,b0ef0d7beea7acc0547f4c75211776d4,d78c8cf6ea218716cbe91f94bc7896c025ba2ba780968eade143481f0e6a070f
https://s3.amazonaws.com/nist-netzero/2015-data-files/DHW-hour.csv,5876280,081f5e5a18a77fe6b1c8aa28bc6a13c1,20665e3b2e94fbdeebfe070a647379dcf26222c5d16f5248151f933c0a2c8725
